Date, Close/Last, Volume, Open, High, Low
12/03/2019, 113, 5310615, 112.8, 113.1277, 112.76
12/02/2019, 112.49, 9329626, 112.31, 112.51, 112.29
11/29/2019, 112.86, 4058982, 113.01, 113.02, 112.85
11/27/2019, 113, 3437269, 113.03, 113.07, 112.96
11/26/2019, 113.14, 2522234, 113.09, 113.159, 113.08
11/25/2019, 112.98, 4392682, 112.91, 113.01, 112.89
11/22/2019, 112.87, 2507046, 112.89, 112.9, 112.7605
11/21/2019, 112.81, 6522830, 112.8, 112.8859, 112.72
11/20/2019, 112.97, 3474474, 112.83, 112.98, 112.805
11/19/2019, 112.7, 2655993, 112.63, 112.76, 112.6
11/18/2019, 112.62, 6044518, 112.56, 112.646, 112.52
11/15/2019, 112.41, 5078285, 112.46, 112.46, 112.38
11/14/2019, 112.47, 2901048, 112.5, 112.57, 112.4337
11/13/2019, 112.15, 2598503, 112.2, 112.23, 112.08
11/12/2019, 111.95, 2032870, 111.92, 112.0298, 111.8
11/11/2019, 111.83, 2112221, 111.96, 111.96, 111.78
11/08/2019, 111.81, 3866063, 111.87, 112.1, 111.81
11/07/2019, 111.87, 4022445, 112.12, 112.12, 111.635
11/06/2019, 112.4, 3908982, 112.4, 112.51, 112.26
11/05/2019, 112.23, 3766043, 112.35, 112.38, 112.15
11/04/2019, 112.65, 2723842, 112.71, 112.72, 112.59
11/01/2019, 112.93, 3988327, 112.98, 113.105, 112.805
10/31/2019, 113.15, 5416778, 112.98, 113.3, 112.89
10/30/2019, 112.71, 2381436, 112.45, 112.75, 112.43
10/29/2019, 112.39, 2384826, 112.48, 112.5, 112.345
10/28/2019, 112.38, 2951411, 112.42, 112.44, 112.31
10/25/2019, 112.62, 2486700, 112.84, 112.85, 112.5229
10/24/2019, 112.78, 1725844, 112.84, 112.9459, 112.75
10/23/2019, 112.75, 1887886, 112.82, 112.88, 112.73
10/22/2019, 112.66, 2147439, 112.65, 112.7375, 112.51
10/21/2019, 112.49, 3314469, 112.62, 112.71, 112.49
10/18/2019, 112.8, 1454236, 112.76, 112.909, 112.73
10/17/2019, 112.72, 2320651, 112.67, 112.8649, 112.62
10/16/2019, 112.75, 2430650, 112.68, 112.79, 112.62
10/15/2019, 112.55, 4168633, 112.9, 112.92, 112.55
10/14/2019, 112.92, 1716639, 112.93, 112.93, 112.82
10/11/2019, 112.73, 3566227, 112.84, 112.8501, 112.585
10/10/2019, 113.1, 4312383, 113.27, 113.33, 113.03
10/09/2019, 113.49, 3332795, 113.55, 113.56, 113.359
10/08/2019, 113.55, 3055708, 113.82, 113.82, 113.485
10/07/2019, 113.51, 2492981, 113.64, 113.705, 113.51
10/04/2019, 113.82, 3331180, 113.68, 113.8255, 113.63
10/03/2019, 113.64, 5144049, 113.34, 113.74, 113.32
10/02/2019, 113.2, 9561979, 113.19, 113.3075, 113.09
10/01/2019, 113.12, 5980252, 112.71, 113.25, 112.63
09/30/2019, 113.17, 6621995, 112.93, 113.27, 112.92
09/27/2019, 113.14, 4652474, 113, 113.165, 113
09/26/2019, 113, 4869355, 113, 113.1, 112.935
09/25/2019, 112.81, 3813759, 113.21, 113.2299, 112.74
09/24/2019, 113.28, 2602286, 113.03, 113.355, 113.03
09/23/2019, 112.97, 3412011, 113.02, 113.24, 112.94
09/20/2019, 112.92, 2057157, 112.64, 112.94, 112.59
09/19/2019, 112.51, 2280050, 112.64, 112.6599, 112.45
09/18/2019, 112.35, 2292355, 112.5, 112.7, 112.29
09/17/2019, 112.22, 2614166, 112.11, 112.37, 112.015
09/16/2019, 112.05, 2923475, 112.05, 112.15, 111.89
09/13/2019, 111.75, 2506567, 112.15, 112.265, 111.75
09/12/2019, 112.42, 4069598, 112.91, 112.91, 112.34
09/11/2019, 112.6, 2647080, 112.58, 112.71, 112.5611
09/10/2019, 112.58, 3119323, 113.1, 113.13, 112.58
09/09/2019, 113.19, 2747429, 113.39, 113.39, 113.18
09/06/2019, 113.67, 3675151, 113.66, 113.7199, 113.555
09/05/2019, 113.55, 5336458, 113.61, 113.67, 113.3
09/04/2019, 114.04, 3814413, 113.82, 114.0801, 113.82
09/03/2019, 113.84, 6197414, 113.86, 114.12, 113.69
08/30/2019, 114.13, 4661629, 113.9, 114.15, 113.89
08/29/2019, 114.03, 2670969, 114.08, 114.08, 113.835
08/28/2019, 114.1, 5102472, 114.3, 114.3, 114.04
08/27/2019, 114.09, 3473405, 113.91, 114.12, 113.87
08/26/2019, 113.73, 5128260, 113.84, 113.95, 113.67
08/23/2019, 113.78, 3772105, 113.34, 113.9099, 113.31
08/22/2019, 113.32, 6294965, 113.51, 113.6791, 113.3001
08/21/2019, 113.62, 3815389, 113.51, 113.825, 113.51
08/20/2019, 113.68, 2253593, 113.67, 113.7, 113.56
08/19/2019, 113.37, 2900796, 113.34, 113.46, 113.27
08/16/2019, 113.67, 5209017, 113.57, 113.685, 113.36
08/15/2019, 113.76, 2822315, 113.39, 113.91, 113.37
08/14/2019, 113.24, 2829922, 113.28, 113.38, 113.21
08/13/2019, 112.89, 3048473, 113.15, 113.1504, 112.785
08/12/2019, 113.05, 2474866, 112.93, 113.185, 112.87
08/09/2019, 112.64, 2432292, 112.86, 112.95, 112.575
08/08/2019, 112.79, 3707196, 112.51, 112.82, 112.33
08/07/2019, 112.68, 9156551, 113.17, 113.29, 112.61
08/06/2019, 112.74, 5151810, 112.47, 112.76, 112.4
08/05/2019, 112.44, 7626602, 112.28, 112.58, 112.25
08/02/2019, 111.95, 3293739, 111.93, 112.04, 111.82
08/01/2019, 111.91, 5709211, 111.34, 111.95, 111.26
07/31/2019, 111.3, 10034510, 111.3, 111.59, 111.07
07/30/2019, 111.25, 2409278, 111.27, 111.33, 111.16
07/29/2019, 111.26, 4167109, 111.3, 111.35, 111.22
07/26/2019, 111.21, 4669019, 111.32, 111.32, 111.14
07/25/2019, 111.19, 2976838, 111.33, 111.33, 111.0474
07/24/2019, 111.36, 2783254, 111.33, 111.41, 111.295
07/23/2019, 111.2, 2659305, 111.27, 111.32, 111.16
07/22/2019, 111.31, 2855073, 111.41, 111.41, 111.3
07/19/2019, 111.17, 3150774, 111.22, 111.286, 111.14
07/18/2019, 111.3, 5982223, 111.1, 111.33, 111.06
07/17/2019, 111.12, 2985610, 110.93, 111.14, 110.91
07/16/2019, 110.83, 2149083, 110.75, 110.83, 110.64
07/15/2019, 110.95, 3619073, 110.87, 110.96, 110.85
07/12/2019, 110.79, 3836296, 110.67, 110.845, 110.67
07/11/2019, 110.67, 3303803, 111.06, 111.06, 110.67
07/10/2019, 111.08, 4589808, 111.14, 111.16, 110.97
07/09/2019, 111, 2525797, 111.04, 111.06, 110.9501
07/08/2019, 111.03, 3041397, 111.23, 111.26, 111.03
07/05/2019, 111.09, 2461249, 111.21, 111.21, 110.905
07/03/2019, 111.56, 1324832, 111.44, 111.6, 111.43
07/02/2019, 111.38, 5765417, 111.2, 111.4062, 111.14
07/01/2019, 111.18, 4199232, 111.25, 111.27, 111.01
06/28/2019, 111.35, 9887791, 111.36, 111.4684, 111.32
06/27/2019, 111.4, 2963646, 111.25, 111.41, 111.1633
06/26/2019, 111.09, 3703224, 111.29, 111.31, 111.06
06/25/2019, 111.34, 3111092, 111.36, 111.44, 111.22
06/24/2019, 111.32, 3079779, 111.23, 111.3766, 111.22
06/21/2019, 111.12, 4640233, 111.22, 111.26, 111.04
06/20/2019, 111.41, 4224311, 111.39, 111.567, 111.335
06/19/2019, 111.22, 2895875, 110.71, 111.22, 110.645
06/18/2019, 110.84, 3640299, 110.94, 110.97, 110.71
06/17/2019, 110.54, 3312647, 110.52, 110.595, 110.46
06/14/2019, 110.57, 1901165, 110.51, 110.6265, 110.4847
06/13/2019, 110.6, 2293318, 110.43, 110.62, 110.4
06/12/2019, 110.36, 2797629, 110.28, 110.41, 110.26
06/11/2019, 110.22, 4374559, 110.21, 110.25, 110.17
06/10/2019, 110.24, 3992934, 110.36, 110.36, 110.22
06/07/2019, 110.53, 3697054, 110.64, 110.67, 110.45
06/06/2019, 110.22, 2660352, 110.34, 110.42, 110.16
06/05/2019, 110.24, 3253509, 110.36, 110.47, 110.23
06/04/2019, 110.3, 5131883, 110.28, 110.38, 110.13
06/03/2019, 110.4, 7137903, 110.26, 110.515, 110.1725
05/31/2019, 110.4, 9204082, 110.01, 110.64, 110
05/30/2019, 109.89, 3305173, 109.77, 109.94, 109.65
05/29/2019, 109.6, 5634417, 109.73, 109.85, 109.6
05/28/2019, 109.57, 6270138, 109.57, 109.65, 109.5
05/24/2019, 109.41, 2010339, 109.37, 109.4499, 109.33
05/23/2019, 109.37, 4922489, 109.18, 109.5, 109.14
05/22/2019, 109.05, 3509876, 108.95, 109.09, 108.92
05/21/2019, 108.87, 2029825, 108.86, 108.91, 108.81
05/20/2019, 108.88, 2035034, 108.98, 109.0568, 108.86
05/17/2019, 109.03, 2090829, 109.12, 109.145, 108.935
05/16/2019, 109, 2756957, 109.04, 109.04, 108.95
05/15/2019, 109.13, 2666488, 109.16, 109.18, 109
05/14/2019, 108.94, 6217044, 108.9, 108.97, 108.87
05/13/2019, 108.85, 6733774, 108.83, 108.9768, 108.815
05/10/2019, 108.67, 5257496, 108.74, 108.82, 108.63
05/09/2019, 108.65, 4847612, 108.78, 108.81, 108.55
05/08/2019, 108.59, 5946381, 108.74, 108.81, 108.55
05/07/2019, 108.61, 3051351, 108.63, 108.7, 108.585
05/06/2019, 108.48, 4609083, 108.56, 108.57, 108.44
05/03/2019, 108.34, 2326299, 108.32, 108.42, 108.275
05/02/2019, 108.16, 3379510, 108.33, 108.33, 108.1
05/01/2019, 108.4, 6387902, 108.47, 108.76, 108.32
04/30/2019, 108.59, 7491505, 108.56, 108.68, 108.5135
04/29/2019, 108.52, 2782634, 108.56, 108.62, 108.49
04/26/2019, 108.71, 2299903, 108.74, 108.75, 108.66
04/25/2019, 108.49, 2648050, 108.47, 108.55, 108.42
04/24/2019, 108.5, 2999914, 108.42, 108.53, 108.42
04/23/2019, 108.25, 3422712, 108.18, 108.28, 108.15
04/22/2019, 108.06, 5566498, 108.13, 108.16, 108.05
04/18/2019, 108.19, 2217221, 108.23, 108.29, 108.16
04/17/2019, 108.05, 3390171, 108.09, 108.1899, 108.05
04/16/2019, 108.06, 4093942, 108.12, 108.21, 108.02
04/15/2019, 108.25, 2546185, 108.21, 108.3, 108.21
04/12/2019, 108.27, 2390560, 108.26, 108.35, 108.22
04/11/2019, 108.48, 2827686, 108.53, 108.53, 108.42
04/10/2019, 108.61, 4590714, 108.55, 108.6367, 108.495
04/09/2019, 108.4, 3753769, 108.47, 108.52, 108.39
04/08/2019, 108.34, 9485306, 108.39, 108.4, 108.3
04/05/2019, 108.39, 2236562, 108.27, 108.41, 108.23
04/04/2019, 108.31, 3676929, 108.25, 108.32, 108.2
04/03/2019, 108.23, 3731127, 108.24, 108.32, 108.19
04/02/2019, 108.43, 8080094, 108.39, 108.46, 108.3201
04/01/2019, 108.31, 11261660, 108.62, 108.62, 108.28
03/29/2019, 109.07, 5988295, 108.85, 109.07, 108.83
03/28/2019, 109.08, 6070991, 109.06, 109.14, 108.96
03/27/2019, 109.07, 3719559, 109, 109.18, 108.99
03/26/2019, 108.84, 3120549, 108.76, 108.93, 108.71
03/25/2019, 108.82, 4971279, 108.63, 108.989, 108.6
03/22/2019, 108.62, 2464093, 108.46, 108.755, 108.37
03/21/2019, 108.08, 4192702, 108.13, 108.1752, 108.05
03/20/2019, 108.06, 4236169, 107.71, 108.0899, 107.67
03/19/2019, 107.62, 2928330, 107.58, 107.71, 107.53
03/18/2019, 107.68, 2295491, 107.67, 107.7, 107.63
03/15/2019, 107.7, 2756917, 107.65, 107.7396, 107.57
03/14/2019, 107.43, 2955400, 107.57, 107.58, 107.39
03/13/2019, 107.59, 2608837, 107.56, 107.61, 107.51
03/12/2019, 107.64, 5243350, 107.5, 107.6685, 107.43
03/11/2019, 107.44, 5638321, 107.44, 107.47, 107.35
03/08/2019, 107.43, 4943131, 107.31, 107.465, 107.2401
03/07/2019, 107.29, 6089088, 107.16, 107.35, 107.1175
03/06/2019, 106.99, 4834013, 106.88, 107.07, 106.85
03/05/2019, 106.83, 5835845, 106.73, 106.84, 106.6701
03/04/2019, 106.76, 3837156, 106.74, 106.8399, 106.69
03/01/2019, 106.63, 5726990, 106.77, 106.84, 106.61
02/28/2019, 107.07, 11872110, 107.26, 107.29, 107.03
02/27/2019, 107.26, 2988342, 107.4, 107.4, 107.21
02/26/2019, 107.49, 4759394, 107.53, 107.565, 107.4301
02/25/2019, 107.37, 3645391, 107.35, 107.4, 107.3
02/22/2019, 107.4, 2731541, 107.25, 107.5161, 107.22
02/21/2019, 107.13, 3676956, 107.16, 107.18, 107.1
02/20/2019, 107.37, 3231241, 107.37, 107.39, 107.2843
02/19/2019, 107.36, 6235519, 107.43, 107.45, 107.28
02/15/2019, 107.3, 2413984, 107.25, 107.31, 107.19
02/14/2019, 107.22, 2908486, 107.33, 107.35, 107.17
02/13/2019, 107.06, 2526097, 107.08, 107.14, 107.01
02/12/2019, 107.25, 3136691, 107.22, 107.26, 107.1217
02/11/2019, 107.23, 3521028, 107.23, 107.28, 107.15
02/08/2019, 107.34, 4288562, 107.17, 107.38, 107.17
02/07/2019, 107.1, 3938913, 107.15, 107.1983, 107.03
02/06/2019, 107.05, 6449575, 107.2, 107.22, 106.985
02/05/2019, 107.11, 8913510, 106.95, 107.14, 106.95
02/04/2019, 106.88, 14227730, 106.83, 106.9, 106.77
02/01/2019, 106.97, 7064745, 107.09, 107.15, 106.88
01/31/2019, 107.46, 14766450, 107.3, 107.53, 107.29
01/30/2019, 107.14, 6350434, 106.79, 107.15, 106.79
01/29/2019, 106.9, 6158561, 106.73, 106.925, 106.685
01/28/2019, 106.62, 7365747, 106.62, 106.745, 106.58
01/25/2019, 106.68, 3468893, 106.64, 106.7, 106.56
01/24/2019, 106.73, 7308898, 106.72, 106.84, 106.67
01/23/2019, 106.55, 3222846, 106.38, 106.59, 106.37
01/22/2019, 106.44, 6823956, 106.44, 106.62, 106.44
